Signature,NamePKO,Country,Year,date2,mandate_renewal,mandate_completeadjustment,disarmdemob_monitor,disarmdemob_assist,disarmdemob_encouraged,disarmdemob_security,reintegration_monitor,reintegration_assist,reintegration_security,reintegration_encouraged,controlsalw_monitor,controlsalw_assist,controlsalw_encouraged,controlsalw_security,armsembargo_monitor,armsembargo_assist,armsembargo_encouraged,armsembargo_security,civprotect_monitor,civprotect_assist,civprotect_security,civprotect_encouraged,humanrights_monitor,humanrights_assist,humanrights_encouraged,humanrights_security,childrights_monitor,childrights_assist,childrights_encouraged,childrights_security,sgbviolence_monitor,sgbviolence_assist,sgbviolence_encouraged,sgbviolence_security,policereform_monitor,policereform_assist,policereform_encouraged,policereform_security,militaryreform_monitor,militaryreform_assist,militaryreform_encouraged,militaryreform_security,demil_monitor,demil_assist,demil_security,demil_encouraged,offensoper_assist,offensoper_security,offensoper_monitor,offensoper_encouraged,justicereform_monitor,justicereform_assist,justicereform_encouraged,justicereform_security,transjustice_monitor,transjustice_assist,transjustice_encouraged,transjustice_security,correctionsreform_monitor,correctionsreform_assist,correctionsreform_encouraged,correctionsreform_security,bordercontrol_monitor,bordercontrol_assist,bordercontrol_encouraged,bordercontrol_security,demining_monitor,demining_assist,demining_encouraged,demining_security,resources_monitor,resources_assist,resources_security,resources_encouraged,stateauthority_monitor,stateauthority_assist,stateauthority_encouraged,stateauthority_security,democratization_monitor,democratization_assist,democratization_encouraged,democratization_security,electsec_monitor,electsec_assist,electsec_encouraged,electassist_monitor,electassist_assist,electassist_encouraged,electassist_security,votereducation_monitor,votereducation_assist,votereducation_security,votereducation_encouraged,polpartyassist_monitor,polpartyassist_assist,polpartyassist_encouraged,polpartyassist_security,civilsociety_monitor,civilsociety_assist,civilsociety_security,civilsociety_encouraged,media_monitor,media_assist,media_encouraged,media_security,publicinfo_assist,publicinfo_encouraged,publicinfo_monitor,publicinfo_security,powersharing_monitor,powersharing_assist,powersharing_encouraged,powersharing_security,reconcil_monitor,reconcil_assist,reconcil_encouraged,reconcil_security,localreconcil_monitor,localreconcil_assist,localreconcil_encouraged,localreconcil_security,regreconcil_monitor,regreconcil_assist,regreconcil_encouraged,regreconcil_security,ecdevelop_monitor,ecdevelop_assist,ecdevelop_encouraged,ecdevelop_security,humanrelief_monitor,humanrelief_assist,humanrelief_encouraged,humanrelief_security,publichealth_monitor,publichealth_assist,publichealth_encouraged,publichealth_security,refugeeidps_monitor,refugeeidps_assist,refugeeidps_encouraged,refugeeidps_security,gender_monitor,gender_assist,gender_encouraged,gender_security,legalreform_monitor,legalreform_assist,legalreform_encouraged,legalreform_security,ceasefire_monitor,ceasefire_assist,ceasefire_encouraged,ceasefire_security,peaceprocess_monitor,peaceprocess_assist,peaceprocess_encouraged,peaceprocess_security,culturalheritage_assist,culturalheritage_security,culturalheritage_monitor,culturalheritage_encouraged
S/RES/2098,MONUSCO,Dem. Rep. of the Congo,2013,28-Mar-13,1,0,,"Mandated in current resolution in S/RES/2098 paragraph(s) 12b, 15d",,,,Mandated in current resolution in S/RES/2098 paragraph(s) 15d,,,,Mandated in current resolution in S/RES/2098 paragraph(s) 12c,,,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 38,,,,"Mandated in current resolution in S/RES/2098 paragraph(s) 9, 12a, 12a(i)","Mandated in previous resolution in S/RES/2098 paragraph(s) 1, 8, 14",Mandated in current resolution in S/RES/2098 paragraph(s) 15a,"Mandated in current resolution in S/RES/2098 paragraph(s) 11b, 12a(iii), 15h",,Mandated in current resolution in S/RES/2098 paragraph(s) 12a(i),,"Mandated in current resolution in S/RES/2098 paragraph(s) 12a(iii), 15i, 22",,Mandated in previous resolution in S/RES/2098 paragraph(s) 6a,,"Mandated in current resolution in S/RES/2098 paragraph(s) 11a, 12a(iii), 15i, 22",,,,"Mandated in current resolution in S/RES/2098 paragraph(s) 11b, 14a, 15b, 15c, 15f, 15g",Mandated in current resolution in S/RES/2098 paragraph(s) 14a,,,"Mandated in current resolution in S/RES/2098 paragraph(s) 11b, 14a, 15b, 15c",Mandated in current resolution in S/RES/2098 paragraph(s) 14a,,,,,,,,,,,"Mandated in current resolution in S/RES/2098 paragraph(s) 14a, 15g",,,,Mandated in current resolution in S/RES/2098 paragraph(s) 12d,,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 15f,,Mandated in current resolution in S/RES/2098 paragraph(s) 15g,,,Mandated in current resolution in S/RES/2098 paragraph(s) 23,,,,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 30,,,,,Mandated in current resolution in S/RES/2098 paragraph(s) 15e,,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 16,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 7,"Mandated in previous resolution in S/RES/2098 paragraph(s) 5, 8",,,Mandated in current resolution in S/RES/2098 paragraph(s) 11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2098 paragraph(s) 14b,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 21,Mandated in current resolution in S/RES/2098 paragraph(s) 12a(i),,,,,,Mandated in previous resolution in S/RES/2098 paragraph(s) 20,,Mandated in current resolution in S/RES/2098 paragraph(s) 12a(i),Mandated in previous resolution in S/RES/2098 paragraph(s) 10,"Mandated in previous resolution in S/RES/2098 paragraph(s) 9c, 10",,,,,,,,,,,,,,,,,,
S/RES/2147,MONUSCO,Dem. Rep. of the Congo,2014,28-Mar-14,1,0,,Mandated in current resolution in S/RES/2147 paragraph(s) 5g,,,,Mandated in current resolution in S/RES/2147 paragraph(s) 5g,,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 12c,,,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 38,,,,"Mandated in current resolution in S/RES/2147 paragraph(s) 4a(i), 4a(iii)",Mandated in current resolution in S/RES/2147 paragraph(s) p5,Mandated in current resolution in S/RES/2147 paragraph(s) 5d,"Mandated in current resolution in S/RES/2147 paragraph(s) 4a(iii), 5d, 5k",,Mandated in previous resolution in S/RES/2147 paragraph(s) 12a(i),,"Mandated in current resolution in S/RES/2147 paragraph(s) 4a(iii), 5g, 5l, 28",,Mandated in previous resolution in S/RES/2147 paragraph(s) 6a,,"Mandated in current resolution in S/RES/2147 paragraph(s) 4a(iii), 5l",,,,"Mandated in current resolution in S/RES/2147 paragraph(s) 5a, 5e, 5i",Mandated in previous resolution in S/RES/2147 paragraph(s) 14a,,,"Mandated in current resolution in S/RES/2147 paragraph(s) 5a, 5e, 5f",Mandated in previous resolution in S/RES/2147 paragraph(s) 14a,,,,,,,,,,,"Mandated in current resolution in S/RES/2147 paragraph(s) 5a, 5j",,,,Mandated in current resolution in S/RES/2147 paragraph(s) 4d,,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 15f,,Mandated in previous resolution in S/RES/2147 paragraph(s) 15g,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 23,,,,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 30,,,,,Mandated in current resolution in S/RES/2147 paragraph(s) 5h,,,,Mandated in current resolution in S/RES/2147 paragraph(s) 5b,,,Mandated in current resolution in S/RES/2147 paragraph(s) 5d,"Mandated in previous resolution in S/RES/2147 paragraph(s) 5, 8",,,"Mandated in current resolution in S/RES/2147 paragraph(s) 5b, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2147 paragraph(s) 5b,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 21,Mandated in current resolution in S/RES/2147 paragraph(s) 4a(i),,,,,,Mandated in previous resolution in S/RES/2147 paragraph(s) 20,,Mandated in current resolution in S/RES/2147 paragraph(s) 4a(i),Mandated in current resolution in S/RES/2147 paragraph(s) 27,"Mandated in current resolution in S/RES/2147 paragraph(s) 4a(iii), 27",,,,,,,,,,,,,,,,,,
S/RES/1925,MONUSCO,Dem. Rep. of the Congo,2010,28-May-10,1,1,,"Mandated in current resolution in S/RES/1925 paragraph(s) 12i,12j",,,,"Mandated in current resolution in S/RES/1925 paragraph(s) 12i, 12j",,,,Mandated in current resolution in S/RES/1925 paragraph(s) 12t,,,,,38,,Mandated in current resolution in S/RES/1925 paragraph(s) 17,,"Mandated in current resolution in S/RES/1925 paragraph(s) 11, 12a",Mandated in current resolution in S/RES/1925 paragraph(s) 17,5d,Mandated in current resolution in S/RES/1925 paragraph(s) 12c,,Mandated in current resolution in S/RES/1925 paragraph(s) 12a,,Mandated in current resolution in S/RES/1925 paragraph(s) 12e,,6a,,Mandated in current resolution in S/RES/1925 paragraph(s) 12c,,,,"Mandated in current resolution in S/RES/1925 paragraph(s) 6(ii), 12l, 12m, 12n, 12o",14a,,,"Mandated in current resolution in S/RES/1925 paragraph(s) 6(ii), 12j, 12l, 12m",14a,,,,,,,,,,,"Mandated in current resolution in S/RES/1925 paragraph(s) 12l, 12m, 12o",,,,4d,,,,Mandated in current resolution in S/RES/1925 paragraph(s) 12o,,15g,,Mandated in current resolution in S/RES/1925 paragraph(s) 12t,23,,,Mandated in current resolution in S/RES/1925 paragraph(s) 12s,,,30,,,,,"Mandated in current resolution in S/RES/1925 paragraph(s) 6(iii), 12p",,,,5b,,,5d,"5, 8",,,Mandated in current resolution in S/RES/1925 paragraph(s) 12q,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1925 paragraph(s) 16,,,,,,,,,5b,,,,,,,,,,,,,,,,,21,Mandated in current resolution in S/RES/1925 paragraph(s) 12a,,,,,,Mandated in current resolution in S/RES/1925 paragraph(s) 12g,,Mandated in current resolution in S/RES/1925 paragraph(s) 12g,27,"4a(iii), 27",,,,,,,,,,,,,,,,,,
S/RES/2078,MONUSCO,Dem. Rep. of the Congo,2012,28-Nov-12,1,0,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 12i,12j",,,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 12i, 12j",,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12t,,,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 38,,Mandated in previous resolution in S/RES/2078 paragraph(s) 17,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 11, 12a",Mandated in previous resolution in S/RES/2078 paragraph(s) 17,Mandated in previous resolution in S/RES/2078 paragraph(s) 5d,Mandated in previous resolution in S/RES/2078 paragraph(s) 12c,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12a,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12e,,Mandated in previous resolution in S/RES/2078 paragraph(s) 6a,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12c,,,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 6(ii), 12l, 12m, 12n, 12o",Mandated in previous resolution in S/RES/2078 paragraph(s) 14a,,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 6(ii), 12j, 12l, 12m",Mandated in previous resolution in S/RES/2078 paragraph(s) 14a,,,,,,,,,,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 12l, 12m, 12o",,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 4d,,Mandated in current resolution in S/RES/2078 paragraph(s) 19,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12o,,Mandated in previous resolution in S/RES/2078 paragraph(s) 15g,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12t,Mandated in previous resolution in S/RES/2078 paragraph(s) 23,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12s,,,Mandated in current resolution in S/RES/2078 paragraph(s) 18,,,,,"Mandated in previous resolution in S/RES/2078 paragraph(s) 6(iii), 12p",,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 5b,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 5d,"Mandated in previous resolution in S/RES/2078 paragraph(s) 5, 8",,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12q,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 16,,,,,,,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 5b,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 21,Mandated in previous resolution in S/RES/2078 paragraph(s) 12a,,,,,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12g,,Mandated in previous resolution in S/RES/2078 paragraph(s) 12g,Mandated in previous resolution in S/RES/2078 paragraph(s) 27,"Mandated in previous resolution in S/RES/2078 paragraph(s) 4a(iii), 27",,,,,,,,,,,,,,,,,,
S/RES/2136,MONUSCO,Dem. Rep. of the Congo,2014,30-Jan-14,1,0,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 12i,12j",,,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 12i, 12j",,,,Mandated in current resolution in S/RES/2136 paragraph(s) 16,,,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 38,,Mandated in previous resolution in S/RES/2136 paragraph(s) 17,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 11, 12a",Mandated in previous resolution in S/RES/2136 paragraph(s) 17,Mandated in previous resolution in S/RES/2136 paragraph(s) 5d,Mandated in previous resolution in S/RES/2136 paragraph(s) 12c,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12a,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12e,,Mandated in previous resolution in S/RES/2136 paragraph(s) 6a,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12c,,,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 6(ii), 12l, 12m, 12n, 12o",Mandated in previous resolution in S/RES/2136 paragraph(s) 14a,,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 6(ii), 12j, 12l, 12m",Mandated in previous resolution in S/RES/2136 paragraph(s) 14a,,,,,,,,,,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 12l, 12m, 12o",,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 4d,,Mandated in current resolution in S/RES/2136 paragraph(s) 11,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12o,,Mandated in previous resolution in S/RES/2136 paragraph(s) 15g,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12t,Mandated in previous resolution in S/RES/2136 paragraph(s) 23,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12s,,,Mandated in current resolution in S/RES/2136 paragraph(s) 25,,,,,"Mandated in previous resolution in S/RES/2136 paragraph(s) 6(iii), 12p",,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 5b,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 5d,"Mandated in previous resolution in S/RES/2136 paragraph(s) 5, 8",,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12q,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 16,,,,,,,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 5b,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 21,Mandated in previous resolution in S/RES/2136 paragraph(s) 12a,,,,,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12g,,Mandated in previous resolution in S/RES/2136 paragraph(s) 12g,Mandated in previous resolution in S/RES/2136 paragraph(s) 27,"Mandated in previous resolution in S/RES/2136 paragraph(s) 4a(iii), 27",,,,,,,,,,,,,,,,,,
S/RES/2277,MONUSCO,Dem. Rep. of the Congo,2016,30-Mar-16,1,1,,"Mandated in current resolution in S/RES/2277 paragraph(s) 35i(f), 35i(g)",,,,Mandated in current resolution in S/RES/2277 paragraph(s) 35i(g),,,,"Mandated in current resolution in S/RES/2277 paragraph(s) 4, 36ii",,,,,Mandated in current resolution in S/RES/2277 paragraph(s) 43,,17,,"Mandated in current resolution in S/RES/2277 paragraph(s) 29a, 35i, 35i(a)",17,"Mandated in current resolution in S/RES/2277 paragraph(s) 35i( c), 35ii(b)","Mandated in current resolution in S/RES/2277 paragraph(s) 29b, 35i(b), 35ii(a), 35ii( e)",,Mandated in current resolution in S/RES/2277 paragraph(s) 35i(a),,"Mandated in current resolution in S/RES/2277 paragraph(s) 35i(b), 35i(f), 35i(g), 35ii(f), 37",,Mandated in current resolution in S/RES/2277 paragraph(s) 29a,,"Mandated in current resolution in S/RES/2277 paragraph(s) 29a, 35i(b), 35ii(f)",,Mandated in current resolution in S/RES/2277 paragraph(s) 29a(i),,"Mandated in current resolution in S/RES/2277 paragraph(s) 29b, 36i, 36i(a), 36i(b)",14a,,Mandated in current resolution in S/RES/2277 paragraph(s) 29b,"Mandated in current resolution in S/RES/2277 paragraph(s) 36i, 36i(b), 36i( c)",14a,,,,,,,,,,,"Mandated in current resolution in S/RES/2277 paragraph(s) 29b, 36i(d)",,,,Mandated in current resolution in S/RES/2277 paragraph(s) 35ii(d),,11,,Mandated in current resolution in S/RES/2277 paragraph(s) 36i(d),,15g,,12t,23,,,12s,,,25,,,,,"Mandated in current resolution in S/RES/2277 paragraph(s) 29b, 32",,,,5b,,,"Mandated in current resolution in S/RES/2277 paragraph(s) 35i( c), 35ii(b)","Mandated in current resolution in S/RES/2277 paragraph(s) 29b, 35i(a)",,,"Mandated in current resolution in S/RES/2277 paragraph(s) 29b, 35ii(a), 35ii( c)",,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2277 paragraph(s) 35i( c),,,,,,,,,Mandated in current resolution in S/RES/2277 paragraph(s) 35ii(a),,,,,,,,Mandated in current resolution in S/RES/2277 paragraph(s) 5,,,,,,,,,21,Mandated in current resolution in S/RES/2277 paragraph(s) 35i(a),,,,,,12g,,Mandated in current resolution in S/RES/2277 paragraph(s) 35i(a),Mandated in current resolution in S/RES/2277 paragraph(s) 38,Mandated in current resolution in S/RES/2277 paragraph(s) 38,,,,,,,,,,,,,,,,,,
S/RES/2348,MONUSCO,Dem. Rep. of the Congo,2017,31-Mar-17,1,1,,"Mandated in current resolution in S/RES/2348 paragraph(s) 34i(d), 35i, 35i( c), 35i(d)",,,,"Mandated in current resolution in S/RES/2348 paragraph(s) 35i, 35i( c), 35i(d)",,,,"Mandated in current resolution in S/RES/2348 paragraph(s) 23, 35iii",Mandated in current resolution in S/RES/2348 paragraph(s) 23,,,,Mandated in current resolution in S/RES/2348 paragraph(s) 43,,17,,"Mandated in current resolution in S/RES/2348 paragraph(s) 28a, 32, 34i, 34i(a), 34(i)d",17,"Mandated in current resolution in S/RES/2348 paragraph(s) 34i( c), 34ii(b)","Mandated in current resolution in S/RES/2348 paragraph(s) 34i(b), 34i(f), 34i(g), 40",,Mandated in current resolution in S/RES/2348 paragraph(s) 34i(a),,"Mandated in current resolution in S/RES/2348 paragraph(s) 34i(b), 35i(b), 35i( c), 35i(d), 36",,29a,,"Mandated in current resolution in S/RES/2348 paragraph(s) 34i(b), 35i(b)",,29a(i),,"Mandated in current resolution in S/RES/2348 paragraph(s) 34ii(d), 35ii, 35ii(a), 35ii(b)",14a,,29b,"Mandated in current resolution in S/RES/2348 paragraph(s) 35ii, 35ii(b), 35ii( c)",14a,,,,,,,,,,,Mandated in current resolution in S/RES/2348 paragraph(s) 35ii(d),,,,Mandated in current resolution in S/RES/2348 paragraph(s) 34i(f),,11,,Mandated in current resolution in S/RES/2348 paragraph(s) 35ii(d),,15g,,12t,23,,,12s,,,25,,,,,"29b, 32",,,,5b,,,Mandated in current resolution in S/RES/2348 paragraph(s) 34ii(b),"Mandated in current resolution in S/RES/2348 paragraph(s) 34ii(d), 34i(a)",,,"Mandated in current resolution in S/RES/2348 paragraph(s) 28b, 34ii, 34ii(a), 34ii( c)",,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2348 paragraph(s) 34i( c),,,,,,,,,35ii(a),,,,Mandated in current resolution in S/RES/2348 paragraph(s) 34i(a),,,,5,,,,,,,,,21,Mandated in current resolution in S/RES/2348 paragraph(s) 34i(a),,,,,,12g,,Mandated in current resolution in S/RES/2348 paragraph(s) 34i(a),Mandated in current resolution in S/RES/2348 paragraph(s) 37,Mandated in current resolution in S/RES/2348 paragraph(s) 37,,,,,,,,,,,,,,,,,,
S/RES/1577,ONUB,Burundi,2004,01-Dec-04,1,0,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1577 paragraph(s) 4,,Mandated in current resolution in S/RES/1577 paragraph(s) 4,Mandated in current resolution in S/RES/1577 paragraph(s) 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1650,ONUB,Burundi,2005,21-Dec-05,1,0,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1650 paragraph(s) 4,,Mandated in previous resolution in S/RES/1650 paragraph(s) 4,Mandated in previous resolution in S/RES/1650 paragraph(s) 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1545,ONUB,Burundi,2004,21-May-04,0,0,Mandated in current resolution in S/RES/1545 paragraph(s) 5,"Mandated in current resolution in S/RES/1545 paragraph(s) 5, 7",,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,Mandated in current resolution in S/RES/1545 paragraph(s) 7,,,Mandated in current resolution in S/RES/1545 paragraph(s) 5,Mandated in current resolution in S/RES/1545 paragraph(s) 5,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,Mandated in current resolution in S/RES/1545 paragraph(s) 6,Mandated in current resolution in S/RES/1545 paragraph(s) 6,,,,"Mandated in current resolution in S/RES/1545 paragraph(s) 6, 7, 8",,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 6,"Mandated in current resolution in S/RES/1545 paragraph(s) 6, 7",,,,Mandated in current resolution in S/RES/1545 paragraph(s) 6,,,,,,,,,,,,"Mandated in current resolution in S/RES/1545 paragraph(s) 6, 7",,,,,,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 6,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 7,,,,,,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 6,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 8,,,,,,,Mandated in current resolution in S/RES/1545 paragraph(s) 5,,,,,,,,,,,
S/RES/1692,ONUB,Burundi,2006,30-Jun-06,1,0,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,"Mandated in previous resolution in S/RES/1692 paragraph(s) 5, 7",,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,Mandated in previous resolution in S/RES/1692 paragraph(s) 7,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,,,,"Mandated in previous resolution in S/RES/1692 paragraph(s) 6, 7, 8",,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,"Mandated in previous resolution in S/RES/1692 paragraph(s) 6, 7",,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1692 paragraph(s) 6, 7",,,,,,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 7,,,,,,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 6,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 8,,,,,,,Mandated in previous resolution in S/RES/1692 paragraph(s) 5,,,,,,,,,,,
S/RES/1641,ONUB,Burundi,2005,30-Nov-05,1,0,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,"Mandated in previous resolution in S/RES/1641 paragraph(s) 5, 7",,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,Mandated in previous resolution in S/RES/1641 paragraph(s) 7,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,,,,"Mandated in previous resolution in S/RES/1641 paragraph(s) 6, 7, 8",,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,"Mandated in previous resolution in S/RES/1641 paragraph(s) 6, 7",,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1641 paragraph(s) 6, 7",,,,,,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 7,,,,,,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 6,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 8,,,,,,,Mandated in previous resolution in S/RES/1641 paragraph(s) 5,,,,,,,,,,,
